GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
201709270019,2017-09-27,Nigeria,Goram,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201709260045,2017-09-26,Nigeria,Effurun,Unknown,1,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Assassination
201709260015,2017-09-26,Nigeria,Dikwa,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201709260014,2017-09-26,Nigeria,Dikwa,Boko Haram,6,3,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
201709240017,2017-09-24,Nigeria,Rann,Boko Haram (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201709230028,2017-09-23,Nigeria,Bama,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201709230022,2017-09-23,Cameroon,Koya,Unknown,3,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709220026,2017-09-22,Nigeria,Southern Ijaw district,Niger Delta extremists (suspected),3,Unknown,"Police,Police,Maritime",Sub-Saharan Africa,Armed Assault
201709210020,2017-09-21,Cameroon,Bamenda,"Ambazonia Defense Forces (ADF) (suspected),Liberation Front for English-speaking Cameroon",0,3,Police,Sub-Saharan Africa,Bombing/Explosion
201709200011,2017-09-20,Nigeria,Daima,Boko Haram,9,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201709180020,2017-09-18,Nigeria,Onelga,Boko Haram,0,0,Military,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709180010,2017-09-18,Nigeria,Mashemeri,Boko Haram,13,46,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201709170024,2017-09-17,Nigeria,Maiduguri,Boko Haram,2,Unknown,Military,Sub-Saharan Africa,Unknown
201709170023,2017-09-17,Nigeria,Maiduguri,Boko Haram,16,0,Military,Sub-Saharan Africa,Unknown
201709170021,2017-09-17,Cameroon,Kossa,Muslim extremists (suspected),6,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201709170016,2017-09-17,Nigeria,Kurumari,Boko Haram,4,0,"Private Citizens & Property,Religious Figures/Institutions",Sub-Saharan Africa,Armed Assault
201709160032,2017-09-16,Cameroon,Bamenda,Ambazonia Defense Forces (ADF),0,0,Government (General),Sub-Saharan Africa,Bombing/Explosion
201709160031,2017-09-16,Cameroon,Bamenda,Ambazonia Defense Forces (ADF),0,0,Government (General),Sub-Saharan Africa,Bombing/Explosion
201709160030,2017-09-16,Cameroon,Bamenda,Ambazonia Defense Forces (ADF),0,0,Government (General),Sub-Saharan Africa,Bombing/Explosion
201709150033,2017-09-15,Nigeria,Yakpa,Unknown,3,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201709150022,2017-09-15,Nigeria,Asaba,Indigenous People of Biafra (IPOB),0,0,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
201709150021,2017-09-15,Nigeria,Asaba,Indigenous People of Biafra (IPOB),4,6,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
201709140036,2017-09-14,Cameroon,Mayo-Rey district,Unknown,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709140024,2017-09-14,Nigeria,Aba,Indigenous People of Biafra (IPOB),1,0,Police,Sub-Saharan Africa,Facility/Infrastructure Attack
201709130027,2017-09-13,Cameroon,Sandaouadjiri,Boko Haram,6,6,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
201709110037,2017-09-11,Nigeria,Calabar,Unknown,0,0,Government (Diplomatic),Sub-Saharan Africa,Assassination
201709110031,2017-09-11,Cameroon,Unknown,Unknown,Unknown,Unknown,"Business,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
201709100031,2017-09-11,Cameroon,Bamenda,Ambazonia Defense Forces (ADF),0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201709100018,2017-09-10,Nigeria,Umuahia,Indigenous People of Biafra (IPOB),0,2,Military,Sub-Saharan Africa,Armed Assault
201709090020,2017-09-09,Nigeria,Ancha,Unknown,6,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201709090018,2017-09-09,Cameroon,Besongabang,Ambazonia Defense Forces (ADF),3,0,Military,Sub-Saharan Africa,Unknown
201709080029,2017-09-08,Nigeria,Hukke,Fulani extremists,0,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201709080027,2017-09-08,Nigeria,Mallan,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201709080026,2017-09-08,Nigeria,Miango,Fulani extremists,9,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201709080022,2017-09-08,Nigeria,Kamuya,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709080021,2017-09-08,Nigeria,Gamboru,Boko Haram,7,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201709080018,2017-09-08,Nigeria,Ikeja,Unknown,0,1,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
201709080009,2017-09-08,Nigeria,Maiduguri,Boko Haram,2,8,"Police,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
201709070029,2017-09-08,Nigeria,Miango,Fulani extremists,10,3,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201709070025,2017-09-07,Nigeria,Dusuman,Boko Haram,4,2,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709070024,2017-09-07,Nigeria,Khaddamari,Boko Haram,5,3,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709070023,2017-09-07,Nigeria,Manjita,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201709060043,2017-09-06,Nigeria,Kesa Kura,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201709060042,2017-09-06,Nigeria,Mallan,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201709050035,2017-09-05,Nigeria,Maiduguri,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201709050020,2017-09-05,Nigeria,Ogbia district,Unknown,1,3,Police,Sub-Saharan Africa,Armed Assault
201709040019,2017-09-04,Niger,Nguigmi,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
201709040018,2017-09-04,Nigeria,Keta,Unknown,0,1,Police,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709040003,2017-09-05,Cameroon,Dzaba,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
201709040002,2017-09-04,Nigeria,Ngawo Fato Bulamari,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201709040001,2017-09-02,Niger,Koutou,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709030011,2017-09-03,Nigeria,Ekeremor district,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201709010003,2017-09-01,Nigeria,Banki,Boko Haram,11,2,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201708290009,2017-08-29,Nigeria,Dikwa,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201708280040,2017-08-28,Nigeria,Ilado,Fulani extremists,0,0,Government (General),Sub-Saharan Africa,Facility/Infrastructure Attack
201708280026,2017-08-28,Nigeria,Letugbene,Niger Delta extremists,2,0,Military,Sub-Saharan Africa,Armed Assault
201708280022,2017-08-28,Nigeria,Konduga,Boko Haram,1,2,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201708240045,2017-08-24,Nigeria,Ore,Fulani extremists,0,1,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201708240043,2017-08-24,Nigeria,Ore,Fulani extremists,0,1,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201708240011,2017-08-24,Nigeria,Malari,Boko Haram,5,0,"Military,Private Citizens & Property,Terrorists/Non-state Militia",Sub-Saharan Africa,Armed Assault
201708240010,2017-08-24,Nigeria,Kubu,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201708240009,2017-08-24,Nigeria,Bayan Dutse,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201708240008,2017-08-24,Nigeria,Mallam Moduri,Boko Haram,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201708240007,2017-08-24,Nigeria,Kijimatari,Boko Haram,7,6,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201708240006,2017-08-23,Nigeria,Abachari,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708240005,2017-08-25,Cameroon,Gakara,Boko Haram,15,30,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201708230012,2017-08-23,Nigeria,Maiduguri,Boko Haram,1,0,Government (General),Sub-Saharan Africa,Bombing/Explosion
201708230011,2017-08-23,Nigeria,Maiduguri,Boko Haram,1,5,"Police,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
201708230010,2017-08-23,Nigeria,Wokilli,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708230009,2017-08-23,Nigeria,Uda Lawanti,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708230008,2017-08-23,Nigeria,Kote,Boko Haram,4,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708220014,2017-08-22,Cameroon,Am Chide,Boko Haram,5,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
201708220010,2017-08-22,Nigeria,Abigborodo,Unknown,6,1,Military,Sub-Saharan Africa,Armed Assault
201708200003,2017-08-20,Nigeria,Unknown,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
201708190046,2017-08-19,Cameroon,Mutengene,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201708190045,2017-08-19,Cameroon,Batoke,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201708190027,2017-08-18,Chad,Unknown,Unknown,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
201708180016,2017-08-18,Nigeria,Yenagoa,Unknown,2,5,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201708160012,2017-08-16,Nigeria,Bakin Dutsi,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708160011,2017-08-16,Nigeria,Gadamayo,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708160010,2017-08-16,Nigeria,Bitu,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708150022,2017-08-15,Nigeria,Maiduguri,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201708150012,2017-08-15,Nigeria,Konduga,Boko Haram,2,41,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201708150011,2017-08-15,Nigeria,Konduga,Boko Haram,28,42,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201708140031,2017-08-14,Nigeria,Benin City,Unknown,1,0,Police,Sub-Saharan Africa,Armed Assault
201708140007,2017-08-14,Nigeria,Mildu,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708140006,2017-08-14,Nigeria,Nyibango,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708130037,2017-08-12,Cameroon,Bamenda,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201708120067,2017-08-12,Nigeria,Jere district,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
201708120064,2017-08-12,Nigeria,Amarwa,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708100012,2017-08-10,Nigeria,Ghumbili,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201708060033,2017-08-06,Nigeria,Ngala,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201708060032,2017-08-06,Nigeria,Dabar-Wanzam,Boko Haram,17,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201708060031,2017-08-06,Nigeria,Duburi,Boko Haram,14,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201708060022,2017-08-06,Nigeria,Bama,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201708050034,2017-08-05,Nigeria,Oke Ako,Fulani extremists (suspected),1,0,Government (General),Sub-Saharan Africa,Assassination
201708050028,2017-08-05,Nigeria,Gulumba Gana,Boko Haram,2,4,Military,Sub-Saharan Africa,Bombing/Explosion
201708050026,2017-08-05,Nigeria,Atongo,Unknown,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201708050020,2017-08-05,Cameroon,Waza,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201708050019,2017-08-05,Cameroon,Ouro Kessoum,Boko Haram,8,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201708040026,2017-08-04,Nigeria,Kagarko district,Fulani extremists,0,2,Religious Figures/Institutions,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201708040024,2017-08-04,Nigeria,Simari,Boko Haram,3,2,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
201708040021,2017-08-04,Nigeria,Maiduguri,Boko Haram,1,0,Business,Sub-Saharan Africa,Bombing/Explosion
201708040020,2017-08-04,Nigeria,Maiduguri,Boko Haram,1,0,Business,Sub-Saharan Africa,Bombing/Explosion
201708040019,2017-08-04,Nigeria,Maiduguri,Boko Haram,1,0,Military,Sub-Saharan Africa,Bombing/Explosion
201708010034,2017-08-01,Nigeria,Lokoja,Unknown,0,Unknown,Government (General),Sub-Saharan Africa,Unarmed Assault
201708010016,2017-08-02,Nigeria,Mildu,Boko Haram,7,3,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
201707310028,2017-07-31,Nigeria,Magumeri,Boko Haram,3,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201707310014,2017-07-31,Nigeria,Kuburmbula,Boko Haram,0,0,Military,Sub-Saharan Africa,Unknown
201707310013,2017-07-31,Nigeria,Boftari,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201707310012,2017-07-31,Nigeria,Kwang,Boko Haram,0,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201707280022,2017-07-28,Cameroon,Meme,Boko Haram,5,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707280015,2017-07-28,Nigeria,Dikwa,Boko Haram,14,24,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707270038,2017-07-28,Nigeria,Okpanam,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
201707270026,2017-07-27,Nigeria,Azur,Boko Haram,5,9,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201707260038,2017-07-26,Cameroon,Sagme,Boko Haram,2,Unknown,Police,Sub-Saharan Africa,Armed Assault
201707260034,2017-07-26,Nigeria,Isagbo,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
201707260018,2017-07-26,Nigeria,Mandirari,Unknown,3,4,"Terrorists/Non-state Militia,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
201707250008,2017-07-25,Nigeria,Jibi,Boko Haram,69,Unknown,"Government (General),Educational Institution,Military",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201707240037,2017-07-24,Nigeria,Ogoniland,Unknown,0,0,Utilities,Sub-Saharan Africa,Bombing/Explosion
201707240019,2017-07-24,Nigeria,Dalori,Boko Haram,1,1,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707240018,2017-07-24,Nigeria,Alau,Boko Haram,7,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201707240017,2017-07-24,Nigeria,Kaleri,Boko Haram,8,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201707240015,2017-07-24,Cameroon,Dloudgan,Boko Haram,2,0,Military,Sub-Saharan Africa,Unknown
201707230034,2017-07-23,Nigeria,Gaya,Boko Haram,1,5,Police,Sub-Saharan Africa,Armed Assault
201707230025,2017-07-23,Nigeria,Dagu,Boko Haram,5,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201707230022,2017-07-23,Nigeria,Dalori,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707230021,2017-07-23,Nigeria,Dalori,Boko Haram,5,15,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707220012,2017-07-22,Nigeria,Dagu,Boko Haram,4,0,Terrorists/Non-state Militia,Sub-Saharan Africa,Armed Assault
201707220010,2017-07-22,Nigeria,Kawuri,Boko Haram,3,0,Military,Sub-Saharan Africa,Bombing/Explosion
201707210022,2017-07-21,Nigeria,Festac,Unknown,1,0,Private Citizens & Property,Sub-Saharan Africa,Assassination
201707190050,2017-07-19,Nigeria,Korongilim,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
201707180039,2017-07-18,Nigeria,Maiduguri,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201707180038,2017-07-18,Nigeria,Maiduguri,Unknown,0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201707180034,2017-07-18,Nigeria,Dala,Boko Haram,1,0,Military,Sub-Saharan Africa,Bombing/Explosion
201707170017,2017-07-17,Nigeria,Cimari,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201707170015,2017-07-17,Nigeria,Mammanti,Boko Haram,2,0,Military,Sub-Saharan Africa,Bombing/Explosion
201707170014,2017-07-17,Nigeria,Maiduguri,Boko Haram,9,15,Religious Figures/Institutions,Sub-Saharan Africa,Bombing/Explosion
201707150012,2017-07-15,Nigeria,Muna Delti,Boko Haram,1,1,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Bombing/Explosion"
201707130023,2017-07-13,Nigeria,Ogboubagbene,Unknown,1,Unknown,Military,Sub-Saharan Africa,Armed Assault
201707120011,2017-07-12,Cameroon,Homeka,Boko Haram,14,41,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707110026,2017-07-06,Cameroon,Am Chide,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
201707110023,2017-07-10,Nigeria,Hambagda,Boko Haram,5,0,Military,Sub-Saharan Africa,Armed Assault
201707110018,2017-07-11,Nigeria,Maiduguri,Boko Haram,5,5,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
201707110017,2017-07-11,Nigeria,Maiduguri,Boko Haram,6,6,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707110016,2017-07-11,Nigeria,Maiduguri,Boko Haram,6,6,"Business,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
201707110013,2017-07-11,Nigeria,Maiduguri,Boko Haram,6,6,Terrorists/Non-state Militia,Sub-Saharan Africa,Bombing/Explosion
201707080048,2017-07-08,Nigeria,Longvel,Unknown,1,1,Private Citizens & Property,Sub-Saharan Africa,Assassination
201707080027,2017-07-08,Nigeria,Benin City,Unknown,1,0,Journalists & Media,Sub-Saharan Africa,Assassination
201707070032,2017-07-07,Nigeria,Sapele,Unknown,2,1,"Private Citizens & Property,Military",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201707070029,2017-07-07,Nigeria,Calabar,Unknown,0,1,Government (General),Sub-Saharan Africa,Assassination
201707070013,2017-07-07,Nigeria,Maiduguri,Boko Haram,2,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
201707050049,2017-07-05,Cameroon,Karenan,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
201707050018,2017-07-05,Niger,Tamesna,Jamaat Nusrat al-Islam wal Muslimin (JNIM),5,3,Military,Sub-Saharan Africa,Facility/Infrastructure Attack
201707040019,2017-07-04,Nigeria,Kamuya,Boko Haram,0,2,Military,Sub-Saharan Africa,Armed Assault
201707030040,2017-07-03,Nigeria,Logomani,Boko Haram,4,0,Military,Sub-Saharan Africa,Armed Assault
201707030039,2017-07-03,Nigeria,Gulumba Gana,Boko Haram,Unknown,0,Military,Sub-Saharan Africa,Armed Assault
201707030035,2017-07-03,Cameroon,Homeka,Boko Haram,5,10,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201707020028,2017-07-02,Nigeria,Kpansia,Unknown,0,0,"Police,Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Barricade Incident)
201707020020,2017-07-02,Niger,Ngalewa,Boko Haram,9,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201707010031,2017-06-28,Nigeria,Mussini,Boko Haram,5,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201707010013,2017-07-01,Cameroon,Mora,Boko Haram,5,2,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706300014,2017-06-30,Cameroon,Kerawa,Boko Haram,3,0,"Religious Figures/Institutions,Private Citizens & Property",Sub-Saharan Africa,Bombing/Explosion
201706290016,2017-06-29,Nigeria,Alagarno,Boko Haram,4,3,Military,Sub-Saharan Africa,Bombing/Explosion
201706280030,2017-06-28,Nigeria,Mayanti,Boko Haram (suspected),Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
201706280029,2017-06-28,Nigeria,Wajiro,Boko Haram (suspected),0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706280028,2017-06-28,Nigeria,Gwoza district,Boko Haram (suspected),0,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706280013,2017-06-28,Niger,Kablewa,Boko Haram,4,11,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706270012,2017-06-27,Cameroon,Tchakamidari,Boko Haram,1,0,Military,Sub-Saharan Africa,Armed Assault
201706270004,2017-06-27,Nigeria,Maiduguri,Boko Haram,5,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706260020,2017-06-26,Cameroon,Waza,Boko Haram,1,0,"Private Citizens & Property,Business",Sub-Saharan Africa,Hostage Taking (Kidnapping)
201706260010,2017-06-26,Nigeria,Maiduguri,Boko Haram,1,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
201706260009,2017-06-26,Nigeria,Maiduguri,Boko Haram,1,0,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
201706250033,2017-06-25,Nigeria,Abuja,Unknown,0,0,Religious Figures/Institutions,Sub-Saharan Africa,Facility/Infrastructure Attack
201706250015,2017-06-25,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706250014,2017-06-25,Nigeria,Maiduguri,Boko Haram,1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706250013,2017-06-25,Nigeria,Maiduguri,Boko Haram,5,5,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706250012,2017-06-25,Nigeria,Maiduguri,Boko Haram,5,6,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706250011,2017-06-25,Nigeria,Maiduguri,Boko Haram,2,2,Educational Institution,Sub-Saharan Africa,Bombing/Explosion
201706240041,2017-06-24,Nigeria,Port Harcourt,Unknown,0,1,Government (General),Sub-Saharan Africa,Armed Assault
201706230030,2017-06-23,Cameroon,Mora,Unknown,2,1,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706230029,2017-06-23,Cameroon,Kolofata,Boko Haram (suspected),1,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706220014,2017-06-22,Nigeria,Ore,Fulani extremists (suspected),Unknown,Unknown,Government (General),Sub-Saharan Africa,Hostage Taking (Kidnapping)
201706210034,2017-06-21,Cameroon,Kolofata,Boko Haram,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706210029,2017-06-21,Nigeria,Abbari,Boko Haram,3,0,Business,Sub-Saharan Africa,Bombing/Explosion
201706200046,2017-06-20,Cameroon,Limbe,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201706200035,2017-06-20,Nigeria,Markurdi,Fulani extremists,0,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
201706200019,2017-06-20,Cameroon,Mayo-Sava district,Boko Haram (suspected),1,1,Military,Sub-Saharan Africa,Bombing/Explosion
201706200013,2017-06-20,Nigeria,Dalwa,Boko Haram,3,6,"Police,Military,Business",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
201706190040,2017-06-19,Nigeria,Tsamiya,Boko Haram,2,0,Unknown,Sub-Saharan Africa,Bombing/Explosion
201706180025,2017-06-18,Nigeria,Gumsuri,Boko Haram,17,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
201706180022,2017-06-18,Nigeria,Wajiro,Boko Haram,3,0,Military,Sub-Saharan Africa,Unknown
201706180020,2017-06-18,Nigeria,Kofa,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706180019,2017-06-18,Nigeria,Dalori,Boko Haram,2,3,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706180018,2017-06-18,Nigeria,Dalori,Boko Haram,6,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706180017,2017-06-18,Nigeria,Kofa,Boko Haram,8,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
201706170061,2017-06-17,Cameroon,Limbe,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201706170040,2017-06-18,Nigeria,Ngouroge,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
201706160067,2017-06-16,Cameroon,Idenau,Unknown,0,0,Educational Institution,Sub-Saharan Africa,Facility/Infrastructure Attack
201706150028,2017-06-15,Nigeria,Kajola,Fulani extremists,0,0,Government (General),Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
